"Naam,Linkedin,""(P)oliticus, (J)ournalist, (S)pin, (B)estuurder, (O)verig"",,Man/vrouw,Functie,Organisatie/aandachtsgebied,Twitter"
Philippe Remarque,,j,,m,hoofdredacteur,Volkskrant,http://twitter.com/phremarque
"Pia Dijkstra,,p,D66,v,""Tweede Kamerlid"",,http://twitter.com/piadijkstra"
"Pierre Heijnen,,p,PvdA,m,""Tweede Kamerlid"",,http://twitter.com/pierreheijnen"
"Pieter Duisenberg,,p,VVD,m,""Tweede Kamerlid"",,http://twitter.com/Pduisenberg"
"Pieter Heerma,,p,CDA,M,""Tweede Kamerlid"",,http://twitter.com/PieterHeerma"
"Pieter Litjens,,p,VVD,m,""Tweede Kamerlid"",,http://twitter.com/PieterLitjens"
"Pieter Omtzigt,,p,CDA,m,""Tweede Kamerlid"",,http://twitter.com/pieteromtzigt"
Pieter Paul Slikker,,s,PvdA,m,Campagnemanager,,http://twitter.com/ppslikker
"Politiebond,,o,,,,""Politievakbond ACP"",http://twitter.com/politiebond"
Politieke Barometer,,o,,,opiniepeilingen,Synovate,http://twitter.com/politieke_b
PvdA,,o,,,,,http://twitter.com/pvda
PvdD,,o,,,,,http://twitter.com/partijvddieren
PVV,,o,,,,,http://twitter.com/pvv
Raad van State,,o,,,,,http://twitter.com/raadvanstate
"Raymond de Roon,,p,PVV,m,""Tweede Kamerlid"",,http://twitter.com/rderoonpvv"
"Raymond Knops,,p,CDA,m,""Tweede Kamerlid"",,http://twitter.com/RaymondKnops"
"Reijer Zwaan,,j,,m,""parlementair verslaggever"",Nieuwsuur,http://twitter.com/reijerzwaan"
"Reinette Klever,,p,PVV,v,""Tweede Kamerlid"",,http://twitter.com/rjklever"
"Remco Dijkstra,,p,VVD,m,""Tweede Kamerlid"",,http://twitter.com/remcovvd"
"Remco Meijer,,j,,m,""parlementair verslaggever"",Volkskrant,http://twitter.com/remcovk"
"Remko Dolstra,,s,,m,""Directeur Communicatie"",""Ministerie Financien"",http://twitter.com/dolstra"
"Rene Cuperus,,j,m,,columnist,""De volkskrant"",http://twitter.com/renecuperus"
"Rene Leegte,,p,VVD,m,""Tweede Kamerlid"",,http://twitter.com/reneleegte"
Rene Paas,,,o,m,Voorzitter,DIVOSA,http://twitter.com/renepaas
"Renske Leijten,,p,SP,v,""Tweede Kamerlid"",,http://twitter.com/renskeleijten"
"Rick Jongker,,p,PvdA,m,voorzitter,""Jonge Socialisten"",http://twitter.com/jonkerrick"
Rik van de Westelaken,,j,,m,presentator,NOS,http://twitter.com/rikvdwestelaken
"Rinke van den Brink,,j,,v,""verslaggever gezondheidszorg"",NOS,http://twitter.com/rinkenos"
"Roald van der Linde,,p,VVD,m,""Tweede Kamerlid"",,http://twitter.com/RoaldLinde"
Rob Hoogland,,j,,m,columnist,Telegraaf,http://twitter.com/rhoogland
"Rob Wijnberg,,j,,m,journalist,""De Groene"",http://twitter.com/robwijnberg"
"Robbert Baruch,,s,PvdA,m,""Manager Lobbyist"",,http://twitter.com/rbaruch"
"Roel Kuiper,,p,ChristenUnie,m,""Eerste Kamerlid"",,http://twitter.com/roel_kuiper"
"Roelf Jan Duin,,j,,m,""politiek verslaggever"",Novum,http://twitter.com/rjduin"
"Roelof Bisschop,,p,SGP,m,""Tweede Kamerlid"",,http://twitter.com/BisschopRoelof"
"Roelof van Laar,,p,PvdA,m,""Tweede Kamerlid"",,http://twitter.com/Roelof"
"Roger van Boxtel,,p,D66,m,""Eerste Kamerlid"",,http://twitter.com/rogervanboxtel"
"Roland Strijker,,j,,m,onderzoeker,""RTL Nieuws"",http://twitter.com/rolandrtl"
"Ron Fresen,,j,,m,""Politiek Verslaggever"",NOS,http://twitter.com/ronfresen"
"Ronald Plasterk,,p,PvdA,m, Minister ""Binnenlandse Zaken en Koninkrijksrelaties"",,https://twitter.com/Rplasterk"
"Ronald van Geenen,,j,,m,""nieuwschef"",AD,http://twitter.com/ronaldvangeenen"
"Ronald Vuijk,,p,VVD,m,""Tweede Kamerlid"",,http://twitter.com/RonaldVuijk"
"RooD,,,,,""politieke jongerenorganisatie SP"",SP,https://twitter.com/ROODjong"
"Roos Vermeij,,p,PvdA,v,""Tweede Kamerlid"",,http://twitter.com/roosvermeij"
"Roy Kramer,,s,D66,m,""Hoofd voorlichting"",,http://twitter.com/royovitz"
Rutger Castricum,,j,,m,verslaggever,Powned,http://twitter.com/rutger_zelf
Ruth Peetoom,,p,CDA,v,voorzitter,,http://twitter.com/ruthpeetoom
Saar van Bueren,,s,PvdA,v,Pervoorlichter,,http://twitter.com/saravanbuer
"Sacha Louwhoff,,s,,v,""Woordvoerder ministerie Defensie"",,http://twitter.com/Sascha_Louwhoff"
"Sadet Karabulut,,p,SP,v,""Tweede Kamerlid"",,http://twitter.com/SadetKarabulut"
"Sander Dekker,,p,VVD,m,Staatssecretaris""Onderwijs Cultuur en Wetenschap"",,https://twitter.com/SanderDekker"
"Sander de Rouwe,,p,CDA,m,""Tweede Kamerlid"",,http://twitter.com/sanderderouwe"
"Sebastiaan Meijer,,j,,m,""parlementair verslaggever"",NOS,http://twitter.com/Sebastiaan_M"
"Selcuk Ozturk,,p,PvdA,m,""Tweede Kamerlid"",,http://twitter.com/SelcukPvdA"
SGP,,o,,,,,http://twitter.com/sgpnieuws
"Sharon Dijksma,,p,PvdA,v,staatssecretaris""Economische Zaken"",,http://twitter.com/sharon_dijksma"
Sheila Sitalsing,,j,,v,columnist,Volkskrant,http://twitter.com/sheilasitalsing
"Siebe Sietsma,,j,,m,onderzoeker,""RTL Nieuws"",http://twitter.com/siebesietsma"
"Simon Geleijnse,,s,50PLUS,m,""Persvoorlichter"",,https://twitter.com/Sgeleijnse"
"Simon den Haak,,s,PvdA,m,""Politiek Secretaris Samsom"",,http://twitter.com/simondenhaak"
"Sjoera Dikkers,,p,PvdA,v,""Tweede Kamerlid"",,http://twitter.com/sjoeradikkers"
"Sjoerd Potters,,p,VVD,m,""Tweede Kamerlid"",,http://twitter.com/SjoerdPotters"
"Sjoerd Sjoerdsma,,p,D66,m,""Tweede Kamerlid"",,http://twitter.com/swsjoerdsma"
"Sjuul Paradijs,,o,,m,""hoofdredacteur"",Telegraaf,https://twitter.com/Sparadijs"
Sophie in 't Veld,,p,D66,v,parlementarier,,http://twitter.com/sophieintveld
SP,,o,,,,,http://twitter.com/spnl
"Stef Blok,,p,VVD,m,minister""Wonen en Rijksdienst"",,https://twitter.com/stefblokVVD"
Stephan Koole,,s,m,,VWS,,http://twitter.com/stephankoole
Stephan Okhuijsen,,j,,m,blogger,Sargasso,http://twitter.com/steeph
"Steven Schoppert,,j,,m,""parlementair verslaggever"",""RTL Nieuws"",http://twitter.com/schoppertrtl"
"Steven van Weyenberg,,p,D66,m,""Tweede Kamerlid"",,http://twitter.com/svanweyenberg"
"Stientje van Veldhoven,,p,D66,v,""Tweede Kamerlid"",,http://twitter.com/svveldhoven"
"Sultan Gunal-Gezer,,p,PvdA,v,""Tweede Kamerlid"",,http://twitter.com/SultanGunal"
"Sybrand van haersma Buma,,p,CDA,m,""Tweede Kamerlid"",,http://twitter.com/sybrandbuma"
Syp Wynia,,j,,,journalist,Elsevier,http://twitter.com/sypwynia
Sywert van Lienden,,j,,m,journalist,BNN Today,http://twitter.com/sywert
"Tamara Venrooy,,p,VVD,v,""Tweede Kamerlid"",,http://twitter.com/tamara_venrooy"
"Tanja Jadnanansing,,p,PvdA,v,""Tweede Kamerlid"",,http://twitter.com/tanjajad"
Thijs Berman,,p,PvdA,m,parlementarier,,http://twitter.com/thijsberman
"Thijs Niemantsverdriet,,j,,m,""politiek verslaggever"",""Vrij Nederland"",http://twitter.com/thijsniemant"
"Thom de Graaf,,p,D66,m,""Eerste Kamerlid"",,http://twitter.com/thdegraaf"
Tijs van den Brink,,j,,m,presentator,EO,http://twitter.com/tijsvandenbrink
"Tjeerd van Dekken,,p,PvdA,m,""Tweede Kamerlid"",,http://twitter.com/tjeerdvd"
"Tof Thissen,,p,GroenLinks,m,""Eerste Kamerlid"",,http://twitter.com/tofthissen"
"Tom Jan Meeus,,j,,m,""politiek verslaggever"",""NRC Handelsblad"",http://twitter.com/tomjanmeeus"
"Ton Elias,,p,VVD,m,""Tweede Kamerlid"",,http://twitter.com/tonelias"
"Tunahan Kuzu,,p,PvdA,m,""Tweede Kamerlid"",,http://twitter.com/tunahankuzu"
Twan Huijs,,j,,m,presentator,Nieuwsuur,http://twitter.com/twanhuijs
"Tweede Kamer,,o,,,,""Tweede Kamer"",https://twitter.com/2eKamertweets"
"Vera Bergkamp,,p,D66,v,""Tweede Kamerlid"",,http://twitter.com/Vera_Bergkamp"
Vincent Rietbergen,,j,,m,verslaggever,NOS,http://twitter.com/rietbergen
VVD,,o,,,,,http://twitter.com/vvd
50PLUS,,o,,,,,http://twitter.com/50pluspartij
"Wassila Hachchi,,p,D66,v,""Tweede Kamerlid"",,http://twitter.com/wassilahachchi"
"Wieland van Dijk,,j,,m,""chef redactie"",Nrc.nl,http://twitter.com/wieland"
"Wilco Boom,,j,,m,""parlementair verslaggever"",NOS,http://twitter.com/wilcoboom"
Willem Lust,,j,,m,verslaggever,Nieuwsuur,http://twitter.com/wlust
"Willem Schoonen,,o,,m,""Hoofdredacteur"",Trouw,https://twitter.com/willemschoonen"
Willem Vermeend,,o,,,hoogleraar,,http://twitter.com/willemvermeend
Wolter Hamelink,,s,,,,,http://twitter.com/knilemah
Wouke van Scherrenburg,,j,,v,journalist,zelfstandige,http://twitter.com/woukevscherrenb
"Wouter Bax,,j,,m,Hoofdredacteur,""nu.nl"",http://twitter.com/Wout_r"
"Wouter de Winther,,j,,m,""Chef parlementaire Redactie"",Telegraaf,http://twitter.com/wouterdewinther"
"Wouter Koolmees,,p,D66,m,""Tweede Kamerlid"",,http://twitter.com/wkoolmees"
"WRR,,o,,,,""Wetenschappelijke Raad voor Regeringsbeleid"",http://twitter.com/wrrdenktank"
Xander van der Wulp,,j,,,,NOS,http://twitter.com/xandervdwulp
GPD Politiek,,,,,,,http://twitter.com/gpdpolitiek
Binnenhoftv,,,,,,,http://twitter.com/binnenhoftv
De Vijfde Dag,,,,,,,http://twitter.com/devijfdedag
Dit is de Dag,,,,,,,http://twitter.com/ditisdedag
NOS Journaal,,,,,,,http://twitter.com/nosnieuws
NOS Radio 1,,,,,,,http://twitter.com/nosradio1
Nieuwsuur,,,,,,,https://twitter.com/Nieuwsuur
Dwdd,,,,,,,https://twitter.com/dwdd
Knevel en van de Brink,,,,,,,https://twitter.com/KvdBtv
Pauw en Witteman,,,,,,,https://twitter.com/pauwenwitteman
RTL Research,,,,,,,http://twitter.com/rtlresearch
Telegraaf,,,,,,,http://twitter.com/telegraaf
Algemeen Dagblad,,,,,,,https://twitter.com/Adnl
NRC Handelsblad,,,,,,,https://twitter.com/nrc
Trouw,,,,,,,https://twitter.com/trouw
Metro,,,,,,,https://twitter.com/Metro
Volkskrant,,,,,,,http://twitter.com/volkskrant
FD,,,,,,,http://twitter.com/FD_Nieuws
Tros Kamerbreed,,,,,,,http://twitter.com/tros_kamerbreed
BNR,,,,,,,http://twitter.com/bnr
Ruttesrapport,,,,,,,http://twitter.com/ruttesrapport
Vrij Nederland,,,,,,,http://twitter.com/vrij_nederland
"Remco Dolstra,,s,,m,""Directeur Communicatie Ministerie Financien"",,http://twitter.com/dolstra"
"Felix Rottenberg,,p,PvdA,M,""allround PvdA denker"",,http://twitter.com/felixrottenberg"
"Kees Berghuis,,j,,m,""chef politieke redactie"", ""rtl nieuws"",http://twitter.com/keesberghuis"
"Lianne Raap,http://www.linkedin.com/pub/sherlo-esajas/6/515/960,s,PvdA,V,""Adviseur Lodewijk Asscher"",,http://twitter.com/lianneraap"
"Sherlo Esajas,http://www.linkedin.com/pub/sherlo-esajas/6/515/960,,PvdA,M,""Adviseur Jeroen Dijsselbloem"",,http://twitter.com/sesajas"
"Rob Meines,http://www.linkedin.com/profile/view?id=9991858&authType=name&authToken=fXdn&locale=en_US&pvs=pp&trk=ppro_viewmore,s,,,Directeur,""Meines en Partner"",http://twitter.com/robmeines"
"SGP Jongeren,,,SGP,,""politieke jongerenorganisatie SGP"",SGP,https://twitter.com/SGPJ"
"Sander Kok,,o,SGP,M,""secretaris SGP jongeren"",,https://twitter.com/SanderKok"
"Tineke Morren,,,SGP,V,""voorzitter organisatie SGP jongeren"",,https://twitter.com/tinekemorren"
"Martin de Jong,,,SGP,M,""voorzitter politiek SGP jongeren"",,http://twitter.com/martindejong91"
"Korstiaan van Vliet,,,SGP,M,""communicatie SGP jongeren"",,https://twitter.com/korstiaanvvliet"
"Leendert van Beek,,,SGP,M,hoofdredacteur,""In Contact SGP Jongeren"",https://twitter.com/LeendertvanBeek"
"Jonge Democraten,,,,,""politieke jongerenorganisatie D66"",""Jonge Democraten"",https://twitter.com/JongeDemocraten"
"Wieke Timmermans,,,D66,V,""voorzitter Jonge Democraten"",,http://twitter.com/__Wieke__"
"Mathijs Kleijnen,,,D66,M,""secretaris Jonge Democraten"",,https://twitter.com/Mathijs5"
"Martine Luijten,,,D66,V,""persvoorlichter Jonge Democraten"",,https://twitter.com/LuijtenMartine"
"Susanne Schilderman,,,D66,V,""bestuurslid Jonge Democraten"",,https://twitter.com/S_Schilderman"
"Jarico Vos,,,VVD,M,""voorzitter JOVD"",,https://twitter.com/jaricovos"
"JOVD,,,,,""politieke jongerenorganisatie VVD"",VVD,https://twitter.com/JOVD"
"Jorik Kuipers,,,VVD,M,""voorlichter JOVD"",,https://twitter.com/JorikKuipers"
"Rianne van Houten,,,VVD,M,""bestuurslid JOVD"",,https://twitter.com/RiannevanHouten"
"Eddie Förster,,,VVD,M,""bestuurslid JOVD"",,https://twitter.com/EddieForster"
"ROOD,,,,,""politieke jongerenorganisatie SP"",SP,https://twitter.com/ROODjong"
"Lieke Smits,,,SP,v,""voorzitter ROOD"",,http://twitter.com/lieke_smits"
"Rachel Cummings,,,SP,v,""bestuurslid ROOD"",,https://twitter.com/rjcummins"
"Eduard van Scheltinga,,,SP,M,""bestuurslid ROOD"",,https://twitter.com/evanscheltinga"
"Merel Stoop,,,SP,v,""Bestuurslid Rood"",,https://twitter.com/merelstoop"
"CDJA,,,,,""politieke jongerenorganisatie CDA"",CDA,https://twitter.com/CDJA"
"Julius Terpstra,,,CDA,M,""Voorzitter CDJA"",,https://twitter.com/JHTerpstra"
"Hans van de Heuvel,,,CDA,M,""Bestuurslid CDJA"",,https://twitter.com/HeuvelVdHans"
"Lotte Schipper,,,CDA,V,""Secretaris CDJA"",,https://twitter.com/lotte_schipper"
"Matthijs Groot,,,CDA,M,""Bestuurslid CDJA"",,http://twitter.com/Matthijs_Groot"
"Arjen Looijenga,,,CDA,M,""Penningmeester CDJA"",,https://twitter.com/ArjenLooijenga"
"Maarten Ooijen,,,CU,M,""Voorzitter PerspectieF"",,https://twitter.com/MaartenOoijen"
"PerspectieF,,,,,""politieke jongerenorganisatie Christenunie"",CU,https://twitter.com/PerspectieF"
"Maarten de Snoo,,,CU,M,""Bestuurslid PerspectieF"",,https://twitter.com/amdesnoo"
"Hilbert Hunink,,,CU,M,""Bestuurslid PerspectieF"",,https://twitter.com/HilbertHunink"
"Erik Jan Hakvoort,,,CU,M,""Bestuurslid PerspectieF"",,https://twitter.com/HJHakvoort"
"Jonge Socialisten,,,,,""Politieke jongerenoranisatie PvdA"",PvdA,https://twitter.com/jspvda"
"Toon Geenen,,,PvdA,M,""Voorzitter Jonge Socialisaten"",,https://twitter.com/toongeenen"
"Rosa Kindt,,,PvdA,V,""Penningmeester Jonge Socialisaten"",,https://twitter.com/RosaKindt"
"Laura Pierik,,,PvdA,V,""Bestuurslid Jonge Socialisaten"",,https://twitter.com/LauraPierik"
"Lukas Roorda,,,PvdA,M,""Bestuurslid Jonge Socialisaten"",,https://twitter.com/Lroorda"
"Robert Steenbergen,,,PvdA,M,""Bestuurslid Jonge Socialisaten"",,https://twitter.com/rsteenbergen"
"Victor Strengers,,,PvdA,M,""Bestuurslid Jonge Socialisten"",,https://twitter.com/VictorStrengers"
"Mariska Kortie,,,GroenLinks,V,""Penningmeester DWARS"",,https://twitter.com/mkortie"
"DWARS,,,,,""Politieke jongerenoranisatie GroenLinks"",,https://twitter.com/DWARS"
"Leon Vermeulen,,,GroenLinks,M,""Bestuurslid DWARS"",,https://twitter.com/LeonVermeulen90"
"Folko de Haan,,,GroenLinks,M,""Bestuurslid DWARS"",,https://twitter.com/F0lk0"
"Ashley North,,,GroenLinks,M,""Voorzitter DWARS"",,https://twitter.com/AshleyNorth91"
"Max Tollenaar,,,Groenlinks,M,""Bestuurslid DWARS"",,https://twitter.com/maxtollenaar"
"Anne Zeven,,,GroenLinks,V,""Bestuurslid DWARS"",,https://twitter.com/AnneZeven"
"Tim Endeveld,,,GroenLinks,M,""Bestuurslid DWARS"",,https://twitter.com/TimEndeveld"
"PINK!,,,,,""Politieke jongerenoranisatie Partij voor de Dieren"",PvdD,https://twitter.com/pinkpolitiek"
"Pablo Moleman,,,PvdD,M,""Voorzitter Pink!"",,https://twitter.com/dolendedodo"
"Joost Leuven,,,PvdD,M,""Bestuurslid Pink!"",,https://twitter.com/JoostLeuven"
"Corinne Brouwer,,,PvdD,V,""Bestuurslid Pink!"",,https://twitter.com/corinnebrouwer"
"Merijn van Rossum,,,PvdD,M,""Bestuurslid Pink!"",,https://twitter.com/ImaginedByMe"
